1.349394130706787109e+01,5.013614654541015625e+01,3.481806945800781250e+01
1.351347637176513672e+01,5.093148422241210938e+01,3.480028533935546875e+01
1.474951839447021484e+01,5.386599731445312500e+01,3.371587753295898438e+01
1.476368713378906250e+01,5.289707565307617188e+01,3.329377365112304688e+01
2.515549087524414062e+01,5.390281295776367188e+01,6.093147277832031250e+01
1.392773628234863281e+01,4.862299728393554688e+01,3.411895751953125000e+01
1.368976974487304688e+01,4.935591506958007812e+01,3.449984741210937500e+01
1.412089443206787109e+01,4.938349151611328125e+01,3.375295639038085938e+01
3.584302139282226562e+01,4.025378036499023438e+01,5.986975479125976562e+01
3.527400588989257812e+01,4.011800384521484375e+01,6.029581451416015625e+01
3.097670173645019531e+01,4.741769027709960938e+01,6.292121887207031250e+01
3.061662101745605469e+01,4.673313140869140625e+01,6.314149856567382812e+01
3.008356666564941406e+01,5.143000793457031250e+01,2.637557220458984375e+01
3.059683990478515625e+01,5.084680938720703125e+01,2.667416954040527344e+01
1.904404830932617188e+01,4.334519958496093750e+01,3.081904983520507812e+01
1.966288757324218750e+01,4.310106658935546875e+01,3.126273345947265625e+01
1.459798526763916016e+01,4.859583663940429688e+01,3.294990539550781250e+01
1.447912120819091797e+01,4.922819900512695312e+01,3.312240219116210938e+01
1.483840751647949219e+01,4.962973022460937500e+01,3.257390594482421875e+01
1.559611797332763672e+01,4.826594924926757812e+01,3.155580902099609375e+01
1.520055961608886719e+01,4.762035369873046875e+01,3.219937515258789062e+01
1.508954143524169922e+01,4.859066390991210938e+01,3.224942398071289062e+01
1.560333538055419922e+01,4.730006408691406250e+01,3.168002700805664062e+01
1.504011821746826172e+01,4.706984329223632812e+01,3.266072082519531250e+01
1.581161975860595703e+01,4.644974136352539062e+01,3.182680130004882812e+01
2.133073234558105469e+01,4.346456527709960938e+01,3.016293334960937500e+01
1.936660766601562500e+01,5.619996261596679688e+01,3.018515396118164062e+01
2.087268257141113281e+01,5.569755554199218750e+01,3.098910140991210938e+01
2.446793746948242188e+01,5.611836624145507812e+01,2.906936645507812500e+01
2.369090843200683594e+01,5.636066818237304688e+01,2.951101112365722656e+01
1.564126777648925781e+01,5.338145446777343750e+01,3.218946456909179688e+01
1.584613513946533203e+01,5.425298690795898438e+01,3.235059356689453125e+01
1.611437797546386719e+01,5.384980010986328125e+01,3.163254737854003906e+01
1.455089664459228516e+01,5.223694229125976562e+01,3.341716384887695312e+01
1.409205436706542969e+01,5.215430831909179688e+01,3.405650329589843750e+01
2.317111968994140625e+01,5.491179656982421875e+01,6.034526062011718750e+01
2.189799308776855469e+01,4.224404907226562500e+01,6.357209777832031250e+01
1.367327880859375000e+01,4.599892044067382812e+01,3.552001571655273438e+01
1.405422687530517578e+01,4.531429672241210938e+01,3.582273101806640625e+01
1.348386764526367188e+01,4.568266296386718750e+01,3.633358001708984375e+01
1.151206493377685547e+01,4.771220779418945312e+01,4.023320007324218750e+01
1.174859142303466797e+01,4.693647766113281250e+01,3.982809066772460938e+01
1.162002277374267578e+01,4.769108581542968750e+01,3.931163787841796875e+01
1.860956954956054688e+01,4.838457870483398438e+01,2.842462348937988281e+01
1.791439437866210938e+01,4.875184249877929688e+01,2.896143722534179688e+01
