6.757347106933593750e+01,5.322115707397460938e+01,5.835860824584960938e+01
6.480268096923828125e+01,5.537651062011718750e+01,3.393082809448242188e+01
5.970096206665039062e+01,5.067272949218750000e+01,2.720783615112304688e+01
6.001716995239257812e+01,5.037313079833984375e+01,2.761852645874023438e+01
6.027625274658203125e+01,5.136234664916992188e+01,2.765104484558105469e+01
5.652315902709960938e+01,5.153588867187500000e+01,2.477774429321289062e+01
5.812516403198242188e+01,5.573149108886718750e+01,2.555072784423828125e+01
5.963802337646484375e+01,4.856287765502929688e+01,2.767571640014648438e+01
4.525988388061523438e+01,5.649655914306640625e+01,2.648835372924804688e+01
7.050862884521484375e+01,4.943788146972656250e+01,5.070636367797851562e+01
6.492940521240234375e+01,5.062660217285156250e+01,3.320129013061523438e+01
6.513431549072265625e+01,5.141434860229492188e+01,3.330847549438476562e+01
6.562475585937500000e+01,5.085683441162109375e+01,3.401849365234375000e+01
7.079949951171875000e+01,4.981559753417968750e+01,5.154964828491210938e+01
4.857354736328125000e+01,5.024272155761718750e+01,2.411683464050292969e+01
4.798227310180664062e+01,5.090572738647460938e+01,2.416460800170898438e+01
4.901335906982421875e+01,5.110808944702148438e+01,2.377000045776367188e+01
5.928511810302734375e+01,4.959791183471679688e+01,2.702741813659667969e+01
5.860614776611328125e+01,4.979113388061523438e+01,2.642520523071289062e+01
5.874504852294921875e+01,4.900132751464843750e+01,2.669136238098144531e+01
4.973245239257812500e+01,5.665456390380859375e+01,2.510374832153320312e+01
5.017049026489257812e+01,5.696632003784179688e+01,2.582460784912109375e+01
5.071824645996093750e+01,5.691895675659179688e+01,2.539706993103027344e+01
5.196208953857421875e+01,5.001285171508789062e+01,5.835041427612304688e+01
5.231726455688476562e+01,5.049020385742187500e+01,5.903736495971679688e+01
7.023785400390625000e+01,5.493872451782226562e+01,4.558868408203125000e+01
6.996292114257812500e+01,5.541186523437500000e+01,4.458136367797851562e+01
6.831515502929687500e+01,4.951164245605468750e+01,3.970501708984375000e+01
5.746375274658203125e+01,4.754196929931640625e+01,2.605096626281738281e+01
5.712499237060546875e+01,4.653570175170898438e+01,2.649472427368164062e+01
5.781642532348632812e+01,4.719033813476562500e+01,2.658629226684570312e+01
4.624965286254882812e+01,5.686885452270507812e+01,5.826729965209960938e+01
6.071944808959960938e+01,4.847991561889648438e+01,2.932984733581542969e+01
6.104561233520507812e+01,4.818302154541015625e+01,2.999280357360839844e+01
6.072671890258789062e+01,4.863788223266601562e+01,3.139465141296386719e+01
6.038215637207031250e+01,4.770570373535156250e+01,2.981828498840332031e+01
4.872224044799804688e+01,5.255194473266601562e+01,5.852261734008789062e+01
4.839295959472656250e+01,5.130413818359375000e+01,5.781201934814453125e+01
4.905398941040039062e+01,5.133573913574218750e+01,5.825002670288085938e+01
5.374957275390625000e+01,5.597626495361328125e+01,2.410492897033691406e+01
5.288500213623046875e+01,5.573671722412109375e+01,2.390732574462890625e+01
5.268551254272460938e+01,5.646406936645507812e+01,2.448931121826171875e+01
5.162125396728515625e+01,5.693074035644531250e+01,2.530528831481933594e+01
5.260011672973632812e+01,5.688150405883789062e+01,2.510158538818359375e+01
5.615869522094726562e+01,5.279828262329101562e+01,2.439819526672363281e+01
5.524433898925781250e+01,5.389453125000000000e+01,2.399572944641113281e+01
5.532937622070312500e+01,5.299121856689453125e+01,2.400264167785644531e+01
4.599499130249023438e+01,5.519181823730468750e+01,5.799433517456054688e+01
4.539626312255859375e+01,5.480197525024414062e+01,5.758909606933593750e+01
6.054762268066406250e+01,5.031657791137695312e+01,2.826803207397460938e+01
5.999035644531250000e+01,4.959946823120117188e+01,2.778008270263671875e+01
6.179642105102539062e+01,5.345065307617187500e+01,2.897560882568359375e+01
6.118047332763671875e+01,5.307562637329101562e+01,2.834260559082031250e+01
6.221171951293945312e+01,5.877539825439453125e+01,5.878979110717773438e+01
5.872526931762695312e+01,4.717840194702148438e+01,2.785797882080078125e+01
5.796211242675781250e+01,4.668302154541015625e+01,2.764882850646972656e+01
5.807108688354492188e+01,4.668591308593750000e+01,2.840905952453613281e+01
6.109610366821289062e+01,5.014203643798828125e+01,2.893531799316406250e+01
6.095574569702148438e+01,5.106626892089843750e+01,2.849010848999023438e+01
5.956935882568359375e+01,5.376022720336914062e+01,2.668355560302734375e+01
5.952405548095703125e+01,5.489673995971679688e+01,2.671333885192871094e+01
5.938432312011718750e+01,4.772376251220703125e+01,2.801395606994628906e+01
5.907125473022460938e+01,4.784708404541015625e+01,2.746042633056640625e+01
5.759700393676757812e+01,4.659962463378906250e+01,2.707282638549804688e+01
4.963663482666015625e+01,5.506063842773437500e+01,2.391248703002929688e+01
5.915665054321289062e+01,4.857926177978515625e+01,2.715772819519042969e+01
5.851504516601562500e+01,4.793469619750976562e+01,2.683167076110839844e+01
5.294504165649414062e+01,4.996628189086914062e+01,5.857155990600585938e+01
5.303674697875976562e+01,5.210686111450195312e+01,5.911788940429687500e+01
6.968242645263671875e+01,4.985137557983398438e+01,4.395795059204101562e+01
6.968889617919921875e+01,4.938403320312500000e+01,4.478088378906250000e+01
5.912758255004882812e+01,5.047496414184570312e+01,2.669513320922851562e+01
5.959530639648437500e+01,5.128128433227539062e+01,2.696151924133300781e+01
7.109650421142578125e+01,5.221355819702148438e+01,4.922908020019531250e+01
7.119182586669921875e+01,5.205158233642578125e+01,5.006070327758789062e+01
7.115522003173828125e+01,5.279541397094726562e+01,4.977655792236328125e+01
4.818778610229492188e+01,5.170391845703125000e+01,2.396789169311523438e+01
5.213991928100585938e+01,4.975165176391601562e+01,5.783205413818359375e+01
5.210869216918945312e+01,4.961922454833984375e+01,5.667513656616210938e+01
5.278255462646484375e+01,4.968422317504882812e+01,5.703468322753906250e+01
5.189675521850585938e+01,5.645022964477539062e+01,2.451994514465332031e+01
5.210161209106445312e+01,5.574828338623046875e+01,2.392905807495117188e+01
5.563150787353515625e+01,5.471204757690429688e+01,2.421943473815917969e+01
5.657529067993164062e+01,5.404885864257812500e+01,2.459975624084472656e+01
5.624739074707031250e+01,5.508861160278320312e+01,2.449748992919921875e+01
6.383038711547851562e+01,5.767237854003906250e+01,6.007410430908203125e+01
6.436800384521484375e+01,5.790668869018554688e+01,5.960170745849609375e+01
6.433531951904296875e+01,5.709778976440429688e+01,5.994690322875976562e+01
4.792940902709960938e+01,5.369388961791992188e+01,2.418762588500976562e+01
4.699375152587890625e+01,5.427245330810546875e+01,2.463562393188476562e+01
7.027612304687500000e+01,5.087714767456054688e+01,5.386490631103515625e+01
7.076718902587890625e+01,5.518393325805664062e+01,4.859796905517578125e+01
7.078387451171875000e+01,5.419351959228515625e+01,4.868635940551757812e+01
6.178873443603515625e+01,4.970637893676757812e+01,2.975350570678710938e+01
5.660829925537109375e+01,4.665623092651367188e+01,2.585998344421386719e+01
5.556987380981445312e+01,4.711096572875976562e+01,2.645924377441406250e+01
5.915330505371093750e+01,5.550084304809570312e+01,2.646990585327148438e+01
5.900938415527343750e+01,5.492781066894531250e+01,2.616661071777343750e+01
6.386062622070312500e+01,4.882962417602539062e+01,3.316489410400390625e+01
6.384442901611328125e+01,4.925673294067382812e+01,3.254908370971679688e+01
6.434243774414062500e+01,4.937264251708984375e+01,3.316409301757812500e+01
4.439731216430664062e+01,5.175303268432617188e+01,2.508151054382324219e+01
4.719026947021484375e+01,5.084132766723632812e+01,2.452952384948730469e+01
5.891419601440429688e+01,5.194657897949218750e+01,2.619568824768066406e+01
5.872012710571289062e+01,5.120682144165039062e+01,2.615556907653808594e+01
5.937289047241210938e+01,5.190313720703125000e+01,2.662085342407226562e+01
6.087227249145507812e+01,5.204958724975585938e+01,2.815520477294921875e+01
5.784158706665039062e+01,4.971157836914062500e+01,2.590207672119140625e+01
5.825458908081054688e+01,5.055266189575195312e+01,2.597032356262207031e+01
5.780995941162109375e+01,5.676561355590820312e+01,2.677195739746093750e+01
5.714725112915039062e+01,5.684370040893554688e+01,2.603055763244628906e+01
5.915372467041015625e+01,5.336107254028320312e+01,2.628264045715332031e+01
5.844987869262695312e+01,5.359591674804687500e+01,2.572007751464843750e+01
6.199947738647460938e+01,4.814959716796875000e+01,3.130545425415039062e+01
6.137780380249023438e+01,4.778900909423828125e+01,3.102861976623535156e+01
6.172480392456054688e+01,4.842618560791015625e+01,3.051705932617187500e+01
6.579028320312500000e+01,5.937412261962890625e+01,5.715974426269531250e+01
6.501200103759765625e+01,5.950050735473632812e+01,5.679595947265625000e+01
6.577826690673828125e+01,5.931487274169921875e+01,5.608558654785156250e+01
5.267932128906250000e+01,5.318664169311523438e+01,2.342559051513671875e+01
5.261394500732421875e+01,5.077098083496093750e+01,2.367190551757812500e+01
5.238014602661132812e+01,5.194502258300781250e+01,2.353273773193359375e+01
5.146659469604492188e+01,5.115146255493164062e+01,2.350108146667480469e+01
5.646491241455078125e+01,5.688800811767578125e+01,2.568831062316894531e+01
7.087294006347656250e+01,4.967583465576171875e+01,4.995147705078125000e+01
5.987198257446289062e+01,5.580607986450195312e+01,2.835666084289550781e+01
6.324019622802734375e+01,4.902235031127929688e+01,3.190231132507324219e+01
5.902313995361328125e+01,5.627518463134765625e+01,2.785259056091308594e+01
7.105000305175781250e+01,5.004523468017578125e+01,5.075955963134765625e+01
4.852783584594726562e+01,4.921084976196289062e+01,2.446262168884277344e+01
7.102284240722656250e+01,5.021710586547851562e+01,4.921587371826171875e+01
7.094435119628906250e+01,5.083053970336914062e+01,4.848681259155273438e+01
7.081138610839843750e+01,4.990242767333984375e+01,4.866081237792968750e+01
6.983563232421875000e+01,5.048694610595703125e+01,4.881824493408203125e+01
7.120899200439453125e+01,5.085398483276367188e+01,5.050509262084960938e+01
6.478658294677734375e+01,4.987150955200195312e+01,3.334191131591796875e+01
6.438536071777343750e+01,5.006497955322265625e+01,3.273720169067382812e+01
6.926898193359375000e+01,5.657794570922851562e+01,4.462973785400390625e+01
6.968238067626953125e+01,5.623154067993164062e+01,4.478575515747070312e+01
6.947842407226562500e+01,5.662567520141601562e+01,4.542901229858398438e+01
7.116814422607421875e+01,5.056785964965820312e+01,4.986573028564453125e+01
4.412899780273437500e+01,5.530988693237304688e+01,2.573634529113769531e+01
4.445967102050781250e+01,5.442510604858398438e+01,2.546096992492675781e+01
